Sl. No,Field Name,Field Type,Example
200,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/30/P00962951_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/30/P00962951_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/cb/P00962955.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
202,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421.jpg
203,brand_name,string,Tom Ford
204,product_name,string,Cavendish suede biker boots
205,product_price,string,"€ 1,255"
206,product_id,string,P00945421
207,Sizes,list,"['UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43.5', 'UK 10 / EU 44.5', 'UK 11 / EU 45.5', 'UK 12 / EU 47', 'UK 13 / EU 48']"
208,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00945421_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/93/P00945421_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/f0/P00487047.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/b3/P00787807.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
209,breadcrumbs,list,"['Men', 'Designers', 'Loewe', 'Shoes', 'Boots', 'Ankle boots']"
210,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062.jpg
211,brand_name,string,Loewe
212,product_name,string,Campo leather biker boots
213,product_price,string,"€ 1,095"
214,product_id,string,P00956062
215,Sizes,list,"['EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45']"
216,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6d/P00956062_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/6d/P00956062_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/13/P00956080.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/e8/P00956115.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
217,breadcrumbs,list,"['Men', 'Designers', 'Brunello Cucinelli', 'Shoes', 'Boots', 'Hiking boots']"
218,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645.jpg
219,brand_name,string,Brunello Cucinelli
220,product_name,string,Leather lace-up boots
221,product_price,string,"€ 1,345"
222,product_id,string,P00956645
223,Sizes,list,"['EU 40', 'EU 41', 'EU 41.5', 'EU 42', 'EU 42.5', 'EU 43', 'EU 43.5', 'EU 44', 'EU 44.5', 'EU 45', 'EU 46']"
224,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d6/P00956645_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/02/P00956468.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/35/P00956702.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/6b/P00956462.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d5/P00956656.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
225,breadcrumbs,list,"['Men', 'Designers', 'Loewe', 'Shoes', 'Slippers']"
226,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896.jpg
227,brand_name,string,Loewe
228,product_name,string,Folio leather loafers
229,product_price,string,€ 635
230,product_id,string,P00883896
231,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45']"
232,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00883896_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/39/P00883896_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/bb/P00883917.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/99/P00883878.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
233,breadcrumbs,list,"['Men', 'Designers', 'Canada Goose', 'Shoes', 'Sneakers', 'Sports sneakers']"
233,breadcrumbs,list,"['Men', 'Designers', 'Canada Goose', 'Shoes', 'Sneakers', 'Low-Top']"
234,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867.jpg
235,brand_name,string,Canada Goose
236,product_name,string,Glacial Trail leather sneakers
237,product_price,string,€ 380
238,product_id,string,P00952867
239,Sizes,list,"['US 8 / EU 41', 'US 9 / EU 42', 'US 10 / EU 43', 'US 11 / EU 45', 'US 12 / EU 46']"
240,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00952867_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/ad/P00952867_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/2f/P00961711.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/7c/P00961739.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d8/P00961638.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
242,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866.jpg
243,brand_name,string,Canada Goose
244,product_name,string,Glacier Trail high-top sneakers
245,product_price,string,€ 380
246,product_id,string,P00952866
247,Sizes,list,"['US 8 / EU 41', 'US 9 / EU 42', 'US 10 / EU 43', 'US 11 / EU 45', 'US 12 / EU 46']"
248,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00952866_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/80/P00952866_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/3f/P00952850.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/cc/P00952780.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
249,breadcrumbs,list,"['Men', 'Designers', 'Brunello Cucinelli', 'Shoes', 'Boots', 'Lace up boots']"
249,breadcrumbs,list,"['Men', 'Designers', 'Our Legacy', 'Shoes', 'Boots', 'Ankle boots']"
249,breadcrumbs,list,"['Men', 'Designers', 'Canada Goose', 'Shoes', 'Sneakers', 'High-Top']"
250,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682.jpg
251,brand_name,string,Brunello Cucinelli
252,product_name,string,Suede hiking boots
253,product_price,string,"€ 1,000"
254,product_id,string,P00956682
255,Sizes,list,"['EU 40', 'EU 41', 'EU 41.5', 'EU 42', 'EU 42.5', 'EU 43', 'EU 43.5', 'EU 44', 'EU 44.5', 'EU 45', 'EU 46']"
256,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/93/P00956682_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/93/P00956682_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/02/P00956468.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/b5/P00956463.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d5/P00956656.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
258,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757.jpg
259,brand_name,string,Our Legacy
260,product_name,string,Engine leather ankle boots
261,product_price,string,€ 545
262,product_id,string,P00961757
263,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
264,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c9/P00961757_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c9/P00961757_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/fe/P00953978.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/cb/P00961722.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/18/P00961760.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
266,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869.jpg
267,brand_name,string,Canada Goose
268,product_name,string,Glacier Trail high-top sneakers
269,product_price,string,€ 465
270,product_id,string,P00952869
271,Sizes,list,"['US 8 / EU 41', 'US 9 / EU 42', 'US 10 / EU 43', 'US 11 / EU 45', 'US 12 / EU 46']"
272,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fa/P00952869_d3.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/fa/P00952869_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/7d/P00952859.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/3a/P00952853.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
273,breadcrumbs,list,"['Men', 'Designers', 'Lemaire', 'Shoes', 'Boots', 'Chelsea boots']"
274,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902.jpg
275,brand_name,string,Lemaire
276,product_name,string,Leather Chelsea boots
277,product_price,string,€ 655
278,product_id,string,P00962902
279,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45']"
280,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00962902_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/26/P00962902_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/60/P00962943.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/cf/P00962917.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/64/P00962959.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
281,breadcrumbs,list,"['Men', 'Designers', 'Burberry', 'Shoes', 'Boots', 'Chelsea boots']"
281,breadcrumbs,list,"['Men', 'Designers', 'Birkenstock', 'Shoes', 'Sandals & slides']"
282,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014.jpg
283,brand_name,string,Burberry
284,product_name,string,Leather Chelsea boots
285,product_price,string,€ 830
286,product_id,string,P00980014
287,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
288,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00980014_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
290,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00990878.jpg
291,brand_name,string,Birkenstock
292,product_name,string,Zürich suede mules
293,product_price,string,€ 110
294,product_id,string,P00990878
295,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
