Sl. No,Field Name,Field Type,Example
1,breadcrumbs,list,"['Men', 'Designers', 'George Cleverley', 'Shoes', 'Boots', 'Ankle boots']"
2,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00964653.jpg
3,brand_name,string,George Cleverley
4,product_name,string,Taron II suede lace-up boots
5,product_price,string,€ 800
6,product_id,string,P00964653
7,Description,string,None
8,Sizes,list,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']"
9,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00964653_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00964653_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00964653_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00964653_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00964653_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00964653_d4.jpg']"
10,breadcrumbs,list,"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Designer sneakers']"
11,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489.jpg
12,brand_name,string,Balenciaga
13,product_name,string,Runner sneakers
14,product_price,string,€ 925
15,product_id,string,P00636489
16,Description,string,"Balenciaga's Runner sneakers sport the label's signature overlay design with mesh and nylon uppers. In a multicolored design, they have a worn-in look and logo embroideries throughout."
17,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
18,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d4.jpg']"
19,breadcrumbs,list,"['Men', 'Designers', 'George Cleverley', 'Shoes', 'Loafers']"
20,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652.jpg
21,brand_name,string,George Cleverley
22,product_name,string,Colony croc-effect leather loafers
23,product_price,string,€ 630
24,product_id,string,P00964652
25,Description,string,None
26,Sizes,list,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']"
27,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d4.jpg']"
28,breadcrumbs,list,"['Men', 'Designers', 'Acne Studios', 'Shoes', 'Loafers']"
29,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995.jpg
30,brand_name,string,Acne Studios
31,product_name,string,Leather loafers
32,product_price,string,€ 495
33,product_id,string,P00941995
34,Description,string,None
35,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
36,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d4.jpg']"
37,breadcrumbs,list,"['Men', 'Designers', 'Common Projects', 'Shoes', 'Loafers']"
38,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903.jpg
39,brand_name,string,Common Projects
40,product_name,string,City leather loafers
41,product_price,string,€ 515
42,product_id,string,P00951903
43,Description,string,None
44,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
45,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d4.jpg']"
46,breadcrumbs,list,"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Boots', 'Ankle boots']"
47,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fc/P00971231.jpg
48,brand_name,string,Balenciaga
49,product_name,string,Strike leather boots
50,product_price,string,€ 885
51,product_id,string,P00971231
52,Description,string,None
53,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
54,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fc/P00971231_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fc/P00971231_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fc/P00971231_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fc/P00971231_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fc/P00971231_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fc/P00971231_d4.jpg']"
55,breadcrumbs,list,"['Men', 'Designers', 'Loewe', 'Shoes', 'Boots', 'Ankle boots']"
56,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069.jpg
57,brand_name,string,Loewe
58,product_name,string,Lago shearling ankle boots
59,product_price,string,€ 800
60,product_id,string,P00956069
61,Description,string,None
62,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45']"
63,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d4.jpg']"
64,breadcrumbs,list,"['Men', 'Designers', 'Loewe', 'Shoes', 'Boots', 'Lace up boots']"
65,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068.jpg
66,brand_name,string,Loewe
67,product_name,string,Lago shearling lace-up boots
68,product_price,string,€ 800
69,product_id,string,P00956068
70,Description,string,None
71,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45']"
72,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d4.jpg']"
73,breadcrumbs,list,"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Sneakers', 'Designer sneakers']"
74,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9c/P00626961.jpg
75,brand_name,string,Valentino Garavani
76,product_name,string,Rockrunner sneakers
77,product_price,string,€ 495
78,product_id,string,P00626961
79,Description,string,"These easy fitting sneakers from Valentino Garavani feature navy fabric uppers with suede accents, Rockstud embellishments, and a distinctive logo patch on the tongue."
80,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
81,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9c/P00626961_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9c/P00626961_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9c/P00626961_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9c/P00626961_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9c/P00626961_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9c/P00626961_d4.jpg']"
82,breadcrumbs,list,"['Men', 'Designers', 'Amiri', 'Shoes', 'Sneakers', 'Low-Top']"
83,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9d/P00960641.jpg
84,brand_name,string,Amiri
85,product_name,string,Leopard Skel Top Low leather sneakers
86,product_price,string,€ 620
87,product_id,string,P00960641
88,Description,string,None
89,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
90,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9d/P00960641_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9d/P00960641_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9d/P00960641_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9d/P00960641_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9d/P00960641_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9d/P00960641_d4.jpg']"
91,breadcrumbs,list,"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Loafers']"
92,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4b/P00945548.jpg
93,brand_name,string,Gianvito Rossi
94,product_name,string,Julio leather loafers
95,product_price,string,€ 748
96,product_id,string,P00945548
97,Description,string,None
98,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
99,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4b/P00945548_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4b/P00945548_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4b/P00945548_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4b/P00945548_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4b/P00945548_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/4b/P00945548_d4.jpg']"
100,breadcrumbs,list,"['Men', 'Designers', 'Amiri', 'Shoes', 'Sneakers', 'Low-Top']"
101,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640.jpg
102,brand_name,string,Amiri
103,product_name,string,Leopard Skel Top Low leather sneakers
104,product_price,string,€ 620
105,product_id,string,P00960640
106,Description,string,None
107,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
108,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d4.jpg']"
109,breadcrumbs,list,"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Sneakers', 'Low-Top']"
110,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682.jpg
111,brand_name,string,Bottega Veneta
112,product_name,string,Orbit sneakers
113,product_price,string,€ 800
114,product_id,string,P00979682
115,Description,string,None
116,Sizes,list,"['EU 38', 'EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
117,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d4.jpg']"
118,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Designer sneakers']"
119,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314.jpg
120,brand_name,string,Christian Louboutin
121,product_name,string,Astroloubi leather sneakers
122,product_price,string,€ 715
123,product_id,string,P00950314
124,Description,string,None
125,Sizes,list,"['EU 39', 'EU 40', 'EU 40.5', 'EU 41', 'EU 41.5', 'EU 42', 'EU 42.5', 'EU 43', 'EU 43.5', 'EU 44', 'EU 44.5', 'EU 45', 'EU 45.5', 'EU 46', 'EU 47']"
126,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d4.jpg']"
127,breadcrumbs,list,"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Sneakers', 'Low-Top']"
128,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294.jpg
129,brand_name,string,Valentino Garavani
130,product_name,string,Easyjog VLogo sneakers
131,product_price,string,€ 715
132,product_id,string,P00939294
133,Description,string,None
134,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
135,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d4.jpg']"
136,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Designer sneakers']"
137,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/77/P00950317.jpg
138,brand_name,string,Christian Louboutin
139,product_name,string,Astroloubi denim sneakers
140,product_price,string,€ 755
141,product_id,string,P00950317
142,Description,string,None
143,Sizes,list,"['EU 39', 'EU 40', 'EU 40.5', 'EU 41', 'EU 41.5', 'EU 42', 'EU 42.5', 'EU 43', 'EU 43.5', 'EU 44', 'EU 44.5', 'EU 45', 'EU 45.5', 'EU 46', 'EU 47']"
144,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/77/P00950317_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/77/P00950317_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/77/P00950317_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/77/P00950317_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/77/P00950317_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/77/P00950317_d4.jpg']"
145,breadcrumbs,list,"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Low-Top']"
146,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00948315.jpg
147,brand_name,string,Balenciaga
148,product_name,string,10XL sneakers
149,product_price,string,€ 925
150,product_id,string,P00948315
151,Description,string,None
152,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
153,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00948315_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00948315_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00948315_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00948315_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00948315_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00948315_d4.jpg']"
154,breadcrumbs,list,"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Designer sneakers']"
155,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00971230.jpg
156,brand_name,string,Balenciaga
157,product_name,string,Stapler sneakers
158,product_price,string,€ 780
159,product_id,string,P00971230
160,Description,string,None
161,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
162,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00971230_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00971230_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00971230_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00971230_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00971230_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00971230_d4.jpg']"
163,breadcrumbs,list,"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Designer sneakers']"
164,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00806790.jpg
165,brand_name,string,Balenciaga
166,product_name,string,3XL sneakers
167,product_price,string,€ 925
168,product_id,string,P00806790
169,Description,string,"Made from panels of mesh and rubber, the 3XL sneakers from Balenciaga have ridged rubber soles and lace-up fronts."
170,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
171,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00806790_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00806790_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00806790_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00806790_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00806790_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00806790_d4.jpg']"
172,breadcrumbs,list,"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Designer sneakers']"
173,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/96/P00948313.jpg
174,brand_name,string,Balenciaga
175,product_name,string,10XL sneakers
176,product_price,string,€ 925
177,product_id,string,P00948313
178,Description,string,None
179,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
180,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/96/P00948313_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/96/P00948313_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/96/P00948313_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/96/P00948313_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/96/P00948313_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/96/P00948313_d4.jpg']"
181,breadcrumbs,list,"['Men', 'Designers', 'Zegna', 'Shoes', 'Sneakers', 'Designer sneakers']"
182,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00734247.jpg
183,brand_name,string,Zegna
184,product_name,string,Triple Stitch leather sneakers
185,product_price,string,"€ 1,050"
186,product_id,string,P00734247
187,Description,string,"Made from grained leather, the black Triple Stitch sneakers from Zegna feature elasticated laces for a slip-on design, and sit atop rubber soles."
188,Sizes,list,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 11.5 / EU 45.5', 'UK 12 / EU 46', 'UK 13 / EU 47']"
189,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00734247_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00734247_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00734247_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00734247_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00734247_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8c/P00734247_d4.jpg']"
190,breadcrumbs,list,"['Men', 'Designers', 'Zegna', 'Shoes', 'Sneakers', 'Designer sneakers']"
191,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00896008.jpg
192,brand_name,string,Zegna
193,product_name,string,Triple Stitch suede sneakers
194,product_price,string,€ 800
195,product_id,string,P00896008
196,Description,string,None
197,Sizes,list,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']"
198,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00896008_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00896008_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00896008_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00896008_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00896008_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00896008.jpg']"
199,breadcrumbs,list,"['Men', 'Designers', 'Lanvin', 'Shoes', 'Sneakers', 'Low-Top']"
200,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00943624.jpg
201,brand_name,string,Lanvin
202,product_name,string,DBB1 leather-trimmed suede sneakers
203,product_price,string,€ 380
204,product_id,string,P00943624
205,Description,string,None
206,Sizes,list,"['UK 5 / EU 39', 'UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']"
207,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00943624_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00943624_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00943624_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00943624_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00943624_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00943624_d4.jpg']"
208,breadcrumbs,list,"['Men', 'Designers', 'Common Projects', 'Shoes', 'Sneakers', 'Designer sneakers']"
209,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/51/P00951887.jpg
210,brand_name,string,Common Projects
211,product_name,string,Achilles suede sneakers
212,product_price,string,€ 355
213,product_id,string,P00951887
214,Description,string,None
215,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
216,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/51/P00951887_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/51/P00951887_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/51/P00951887_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/51/P00951887_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/51/P00951887_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/51/P00951887_d4.jpg']"
217,breadcrumbs,list,"['Men', 'Designers', 'Brunello Cucinelli', 'Shoes', 'Boots', 'Hiking boots']"
218,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d6/P00956645.jpg
219,brand_name,string,Brunello Cucinelli
220,product_name,string,Leather lace-up boots
221,product_price,string,"€ 1,345"
222,product_id,string,P00956645
223,Description,string,None
