Sl. No,Field Name,Field Type,Example
2764,breadcrumbs,list,"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Sports sneakers']"
2765,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00960556.jpg
2766,brand_name,string,On
2767,product_name,string,Cloudtilt running shoes
2768,product_price,string,€ 145
2769,product_id,string,P00960556
2770,Description,string,None
2771,Sizes,list,"['US 7 / EU 40', 'US 8 / EU 41', 'US 9 / EU 42.5', 'US 10 / EU 44', 'US 11 / EU 45', 'US 12 / EU 47', 'US 13 / EU 48']"
2772,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00960556_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00960556_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00960556_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00960556_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00960556_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00960556_d4.jpg']"
2773,breadcrumbs,list,"['Men', 'Designers', 'Birkenstock', 'Shoes', 'Sandals & slides']"
2774,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/20/P00990870.jpg
2775,brand_name,string,Birkenstock
2776,product_name,string,Arizona leather sandals
2777,product_price,string,€ 85
2778,product_id,string,P00990870
2779,Description,string,None
2780,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
2781,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/20/P00990870_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/20/P00990870_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/20/P00990870_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/20/P00990870_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/20/P00990870_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/20/P00990870_d4.jpg']"
2782,breadcrumbs,list,"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Sports sneakers']"
2783,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e0/P00960522.jpg
2784,brand_name,string,On
2785,product_name,string,Cloudflyer 5 running shoes
2786,product_price,string,€ 150
2787,product_id,string,P00960522
2788,Description,string,None
2789,Sizes,list,"['US 7 / EU 40', 'US 8 / EU 41', 'US 9 / EU 42.5', 'US 10 / EU 44', 'US 11 / EU 45', 'US 12 / EU 47', 'US 13 / EU 48']"
2790,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e0/P00960522_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e0/P00960522_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e0/P00960522_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e0/P00960522_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e0/P00960522_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e0/P00960522_d4.jpg']"
2791,breadcrumbs,list,"['Men', 'Designers', 'New Balance', 'Shoes', 'Sneakers', 'Low-Top']"
2792,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00970183.jpg
2793,brand_name,string,New Balance
2794,product_name,string,1906 sneakers
2795,product_price,string,€ 145
2796,product_id,string,P00970183
2797,Description,string,None
2798,Sizes,list,"['US 6.5 / EU 39.5', 'US 7 / EU 40', 'US 7.5 / EU 40.5', 'US 8 / EU 41.5', 'US 8.5 / EU 42', 'US 9 / EU 42.5', 'US 9.5 / EU 43', 'US 10 / EU 44', 'US 10.5 / EU 44.5', 'US 11 / EU 45', 'US 11.5 / EU 45.5', 'US 12 / EU 46.5', 'US 13 / EU 47.5']"
2799,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00970183_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00970183_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00970183_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00970183_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00970183_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00970183_d4.jpg']"
2800,breadcrumbs,list,"['Men', 'Designers', 'Birkenstock', 'Shoes', 'Slippers']"
2801,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00956988.jpg
2802,brand_name,string,Birkenstock
2803,product_name,string,Boston Leve suede clogs
2804,product_price,string,€ 135
2805,product_id,string,P00956988
2806,Description,string,None
2807,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
2808,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00956988_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00956988_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00956988_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00956988_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00956988_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/90/P00956988_d4.jpg']"
2809,breadcrumbs,list,"['Men', 'Designers', 'Birkenstock', 'Shoes', 'Slippers']"
2810,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1e/P00956986.jpg
2811,brand_name,string,Birkenstock
2812,product_name,string,Boston suede clogs
2813,product_price,string,€ 125
2814,product_id,string,P00956986
2815,Description,string,None
2816,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
2817,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1e/P00956986_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1e/P00956986_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1e/P00956986_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1e/P00956986_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1e/P00956986_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1e/P00956986_d4.jpg']"
2818,breadcrumbs,list,"['Men', 'Designers', 'Hoka One One', 'Shoes', 'Sneakers', 'Low-Top']"
2819,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9b/P00970169.jpg
2820,brand_name,string,Hoka One One
2821,product_name,string,Clifton 9 running shoes
2822,product_price,string,€ 125
2823,product_id,string,P00970169
2824,Description,string,None
2825,Sizes,list,"['US 7 / EU 40', 'US 8 / EU 41 1/3', 'US 9 / EU 42 2/3', 'US 10 / EU 44', 'US 11 / EU 45 1/3', 'US 12 / EU 46 2/3', 'US 13 / EU 48']"
2826,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9b/P00970169_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9b/P00970169_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9b/P00970169_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9b/P00970169_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9b/P00970169_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9b/P00970169_d4.jpg']"
2827,breadcrumbs,list,"['Men', 'Designers', 'New Balance', 'Shoes', 'Sneakers', 'Low-Top']"
2828,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/66/P00970182.jpg
2829,brand_name,string,New Balance
2830,product_name,string,1906 sneakers
2831,product_price,string,€ 135
2832,product_id,string,P00970182
2833,Description,string,None
2834,Sizes,list,"['US 6.5 / EU 39.5', 'US 7 / EU 40', 'US 7.5 / EU 40.5', 'US 8 / EU 41.5', 'US 8.5 / EU 42', 'US 9 / EU 42.5', 'US 9.5 / EU 43', 'US 10 / EU 44', 'US 10.5 / EU 44.5', 'US 11 / EU 45', 'US 11.5 / EU 45.5', 'US 12 / EU 46.5', 'US 13 / EU 47.5']"
2835,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/66/P00970182_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/66/P00970182_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/66/P00970182_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/66/P00970182_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/66/P00970182_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/66/P00970182_d4.jpg']"
2836,breadcrumbs,list,"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Designer sneakers']"
2837,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/34/P00585100.jpg
2838,brand_name,string,Balenciaga
2839,product_name,string,Triple S sneakers
2840,product_price,string,€ 895
2841,product_id,string,P00585100
2842,Description,string,"In the iconic oversized shape, these off-white Triple S sneakers from Balenciaga have mesh and leather upper inserts, clear soles, complete with an embroidered style number on the cap, and a logo on the side."
2843,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
2844,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/34/P00585100_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/34/P00585100_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/34/P00585100_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/34/P00585100_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/34/P00585100_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/34/P00585100_d4.jpg']"
2845,breadcrumbs,list,"['Men', 'Designers', 'JW Anderson', 'Shoes', 'Loafers']"
2846,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7f/P00941792.jpg
2847,brand_name,string,JW Anderson
2848,product_name,string,Corduroy moccasins
2849,product_price,string,€ 545
2850,product_id,string,P00941792
2851,Description,string,None
2852,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
2853,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7f/P00941792_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7f/P00941792_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7f/P00941792_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7f/P00941792_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7f/P00941792_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7f/P00941792_d4.jpg']"
2854,breadcrumbs,list,"['Men', 'Designers', 'DRKSHDW by Rick Owens', 'Shoes', 'Sneakers', 'High-Top']"
2855,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c5/P00951931.jpg
2856,brand_name,string,DRKSHDW by Rick Owens
2857,product_name,string,Canvas sneakers
2858,product_price,string,€ 465
2859,product_id,string,P00951931
2860,Description,string,None
2861,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47', 'EU 48']"
2862,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c5/P00951931_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c5/P00951931_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c5/P00951931_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c5/P00951931_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c5/P00951931_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c5/P00951931_d4.jpg']"
2863,breadcrumbs,list,"['Men', 'Designers', 'Rubinacci', 'Shoes', 'Loafers']"
2864,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00950278.jpg
2865,brand_name,string,Rubinacci
2866,product_name,string,Marphy leather-trimmed velvet loafers
2867,product_price,string,€ 505
2868,product_id,string,P00950278
2869,Description,string,None
2870,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
2871,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00950278_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00950278_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00950278_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00950278_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00950278_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00950278_d4.jpg']"
2872,breadcrumbs,list,"['Men', 'Designers', 'DRKSHDW by Rick Owens', 'Shoes', 'Sneakers', 'Low-Top']"
2873,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00951921.jpg
2874,brand_name,string,DRKSHDW by Rick Owens
2875,product_name,string,Vintage suede-trimmed denim sneakers
2876,product_price,string,€ 385
2877,product_id,string,P00951921
2878,Description,string,None
2879,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
2880,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00951921_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00951921_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00951921_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00951921_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00951921_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00951921_d4.jpg']"
2881,breadcrumbs,list,"['Men', 'Designers', 'DRKSHDW by Rick Owens', 'Shoes', 'Sneakers', 'High-Top']"
2882,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3a/P00951923.jpg
2883,brand_name,string,DRKSHDW by Rick Owens
2884,product_name,string,Canvas sneakers
2885,product_price,string,€ 450
2886,product_id,string,P00951923
2887,Description,string,None
2888,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47', 'EU 48']"
2889,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3a/P00951923_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3a/P00951923_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3a/P00951923_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3a/P00951923_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3a/P00951923_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3a/P00951923_d4.jpg']"
2890,breadcrumbs,list,"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Low-Top']"
2891,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00960509.jpg
2892,brand_name,string,On
2893,product_name,string,Cloud X4 sneakers
2894,product_price,string,€ 135
2895,product_id,string,P00960509
2896,Description,string,None
2897,Sizes,list,"['US 7 / EU 40', 'US 8 / EU 41', 'US 9 / EU 42.5', 'US 10 / EU 44', 'US 11 / EU 45', 'US 12 / EU 47', 'US 13 / EU 48']"
2898,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00960509_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00960509_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00960509_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00960509_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00960509_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00960509_d4.jpg']"
2899,breadcrumbs,list,"['Men', 'Designers', 'Salomon', 'Shoes', 'Sneakers', 'Low-Top']"
2900,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0d/P00951812.jpg
2901,brand_name,string,Salomon
2902,product_name,string,X-Alp suede sneakers
2903,product_price,string,€ 160
2904,product_id,string,P00951812
2905,Description,string,None
2906,Sizes,list,"['UK 6 / EU 39 1/3', 'UK 6.5 / EU 40', 'UK 7 / EU 40 2/3', 'UK 7.5 / EU 41 1/3', 'UK 8 / EU 42', 'UK 8.5 / EU 42 2/3', 'UK 9 / EU 43 1/3', 'UK 9.5 / EU 44', 'UK 10 / EU 44 2/3', 'UK 10.5 / EU 45 1/3', 'UK 11 / EU 46', 'UK 11.5 / EU 46 2/3', 'UK 12 / EU 47 1/3', 'UK 12.5 / EU 48']"
2907,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0d/P00951812_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0d/P00951812_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0d/P00951812_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0d/P00951812_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0d/P00951812_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0d/P00951812_d4.jpg']"
2908,breadcrumbs,list,"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Low-Top']"
2909,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00960507.jpg
2910,brand_name,string,On
2911,product_name,string,Cloud X 4 running shoes
2912,product_price,string,€ 135
2913,product_id,string,P00960507
2914,Description,string,None
2915,Sizes,list,"['US 7 / EU 40', 'US 8 / EU 41', 'US 9 / EU 42.5', 'US 10 / EU 44', 'US 11 / EU 45', 'US 12 / EU 47', 'US 13 / EU 48']"
2916,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00960507_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00960507_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00960507_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00960507_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00960507_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ad/P00960507_d4.jpg']"
2917,breadcrumbs,list,"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Designer sneakers']"
2918,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00585104.jpg
2919,brand_name,string,Balenciaga
2920,product_name,string,Track sneakers
2921,product_price,string,€ 865
2922,product_id,string,P00585104
2923,Description,string,"First introduced in 2018, the multi-layered, faux leather and mesh uppers of these light khaki Balenciaga sneakers are made with a double lace-up design, set on chunky rubber soles."
2924,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
2925,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00585104_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00585104_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00585104_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00585104_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00585104_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00585104_d4.jpg']"
2926,breadcrumbs,list,"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Low-Top']"
2927,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00960531.jpg
2928,brand_name,string,On
2929,product_name,string,Cloudrunner 2 running shoes
2930,product_price,string,€ 135
2931,product_id,string,P00960531
2932,Description,string,None
2933,Sizes,list,"['US 7 / EU 40', 'US 8 / EU 41', 'US 9 / EU 42.5', 'US 10 / EU 44', 'US 11 / EU 45', 'US 12 / EU 47', 'US 13 / EU 48']"
2934,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00960531_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00960531_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00960531_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00960531_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00960531_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00960531_d4.jpg']"
2935,breadcrumbs,list,"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Low-Top']"
2936,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00960549.jpg
2937,brand_name,string,On
2938,product_name,string,Cloudwander Waterproof hiking shoes
2939,product_price,string,€ 160
2940,product_id,string,P00960549
2941,Description,string,None
2942,Sizes,list,"['US 7 / EU 40', 'US 8 / EU 41', 'US 9 / EU 42.5', 'US 10 / EU 44', 'US 11 / EU 45', 'US 12 / EU 47', 'US 13 / EU 48']"
2943,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00960549_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00960549_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00960549_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00960549_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00960549_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/08/P00960549_d4.jpg']"
2944,breadcrumbs,list,"['Men', 'Designers', 'JW Anderson', 'Shoes', 'Loafers']"
2945,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e8/P00941793.jpg
2946,brand_name,string,JW Anderson
2947,product_name,string,Denim moccasins
2948,product_price,string,€ 545
2949,product_id,string,P00941793
2950,Description,string,None
2951,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
2952,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e8/P00941793_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e8/P00941793_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e8/P00941793_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e8/P00941793_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e8/P00941793_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e8/P00941793_d4.jpg']"
2953,breadcrumbs,list,"['Men', 'Designers', 'Salomon', 'Shoes', 'Sneakers', 'Sports sneakers']"
2954,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00951804.jpg
2955,brand_name,string,Salomon
2956,product_name,string,XT PU.RE Advanced running shoes
2957,product_price,string,€ 185
2958,product_id,string,P00951804
2959,Description,string,None
2960,Sizes,list,"['UK 6 / EU 39 1/3', 'UK 6.5 / EU 40', 'UK 7 / EU 40 2/3', 'UK 7.5 / EU 41 1/3', 'UK 8 / EU 42', 'UK 8.5 / EU 42 2/3', 'UK 9 / EU 43 1/3', 'UK 9.5 / EU 44', 'UK 10 / EU 44 2/3', 'UK 10.5 / EU 45 1/3', 'UK 11 / EU 46', 'UK 11.5 / EU 46 2/3', 'UK 12 / EU 47 1/3', 'UK 12.5 / EU 48']"
2961,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00951804_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00951804_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00951804_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00951804_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00951804_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00951804_d4.jpg']"
2962,breadcrumbs,list,"['Men', 'Designers', 'DRKSHDW by Rick Owens', 'Shoes', 'Slippers']"
2963,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00951925.jpg
2964,brand_name,string,DRKSHDW by Rick Owens
2965,product_name,string,Puffer slip-on shoes
2966,product_price,string,€ 420
2967,product_id,string,P00951925
2968,Description,string,None
2969,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
2970,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00951925_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00951925_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00951925_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00951925_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00951925_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f3/P00951925_d4.jpg']"
2971,breadcrumbs,list,"['Men', 'Designers', 'Salomon', 'Shoes', 'Sneakers', 'Sports sneakers']"
2972,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/17/P00951822.jpg
2973,brand_name,string,Salomon
2974,product_name,string,XT-6 Expanse sneakers
2975,product_price,string,€ 140
2976,product_id,string,P00951822
2977,Description,string,None
